A,B,C,G,R,X6,X8,Class
8,1035.58,959.68,53.12,741,66.9366,0.1788,E
8,1024.47,959.68,55.57,889,83.1271,0.1808,E
9,1042.62,949.68,53.59,1332,73.9489,0.1776,E
8,1043.11,949.68,53.59,1260,73.25399999999999,0.1844,E
7,1023.73,959.68,55.06,987,82.1682,0.1809,E
7,1016.09,939.69,55.57,894,68.3445,0.2109,E
6,1018.18,929.69,55.57,703,81.9346,0.2183,E
8,1015.59,929.69,53.59,890,82.3596,0.1823,E
7,1036.32,949.68,53.59,622,67.5241,0.2144,E
7,1042.99,979.67,54.07,578,83.045,0.2131,E
6,1049.65,979.67,52.65,609,93.1034,0.1764,E
7,1059.26,969.68,52.65,949,79.3467,0.1816,E
6,1039.28,959.68,54.56,980,65.7143,0.1782,E
7,1053.72,959.68,53.59,1000,80.1,0.1757,E
7,1047.34,969.68,53.59,672,94.0476,0.1836,E
6,1034.47,969.68,55.06,598,80.4348,0.179,E
7,1021.09,949.68,56.62,635,85.6693,0.2099,E
6,1017.81,939.69,53.59,1469,57.1137,0.182,E
6,1050.8,939.69,52.19,1110,57.3874,0.183,E
7,1066.18,969.68,52.19,589,46.0102,0.1804,E
7,1041.13,959.68,53.59,759,50.9881,0.1779,E
6,1033.36,959.68,54.07,609,82.266,0.1792,E
7,1056.96,979.67,54.07,628,66.5605,0.182,E
8,1058.11,979.67,53.59,923,60.3467,0.1818,E
7,1034.47,889.7,53.59,1497,48.3634,0.179,E
7,1002.17,889.7,54.56,1427,44.2186,0.1782,E
7,983.6,899.7,54.56,1487,59.9193,0.1816,E
8,973.25,899.7,57.71,1352,61.0207,0.1835,E
7,1014.85,899.7,52.65,1564,71.0997,0.1825,E
6,1041.13,919.69,52.65,1424,60.8146,0.1779,E
6,1011.45,909.7,55.06,1079,55.2363,0.2119,B
6,1021.45,909.7,54.56,1003,34.8953,0.1748,B
6,1025.21,939.69,54.56,1064,41.4474,0.1806,B
7,1037.06,939.69,53.12,1087,38.9144,0.2143,B
5,1065.03,969.68,53.12,684,60.0877,0.1445,B
7,1055.03,959.68,53.12,576,71.0069,0.2187,B
7,1046.32,959.68,53.12,631,69.7306,0.177,B
8,1073.49,1009.66,52.65,846,70.0946,0.1791,B
7,1066.18,969.68,52.65,844,77.6066,0.1804,A
6,1038.91,929.69,53.12,504,99.4048,0.1783,A
8,1017.87,929.69,55.06,940,62.766000000000005,0.1754,A
8,1055.03,939.69,52.65,962,65.3846,0.1823,A
7,1046.19,979.67,52.65,585,74.0171,0.1838,A
5,1026.69,939.69,55.57,740,61.6216,0.1804,A
6,1041.5,979.67,55.06,739,65.7645,0.1778,A
5,1037.8,949.68,54.07,1018,61.9843,0.1784,A
5,1050.39,949.68,53.59,930,72.5806,0.1763,A
7,1064.65,1009.66,53.59,485,96.9072,0.1806,A
7,1053.11,939.69,53.59,1035,65.2174,0.1826,A
7,1048.88,939.69,52.65,1360,64.4853,0.1834,A
8,1061.57,979.67,53.12,572,64.6853,0.1812,A
7,1039.65,959.68,53.12,689,78.3745,0.2138,A
7,1015.38,939.69,55.57,1089,77.686,0.21100000000000002,A
7,1045.58,939.69,53.12,1211,69.9422,0.1771,A
6,1048.88,959.68,53.12,919,49.0751,0.1834,A
7,1055.03,959.68,52.65,1716,45.1632,0.1823,A
7,1057.34,969.68,52.65,1185,41.8565,0.1819,A
7,1063.49,999.67,53.12,804,86.4428,0.1808,A
7,1043.11,939.69,53.12,647,62.7512,0.1844,A
6,1031.88,939.69,53.59,685,53.2847,0.1795,A
8,1041.5,949.68,53.59,771,59.7925,0.2134,A
8,1021.88,939.69,54.56,1527,49.8363,0.1812,A
6,961.06,859.71,55.06,1824,29.7697,0.2153,A
7,875.33,779.74,60.63,1201,62.2814,0.2142,A
8,790.85,699.77,67.44,536,51.1194,0.2107,A
6,788.07,699.77,65.96,603,34.66,0.1762,A
7,859.71,759.75,61.24,696,67.2414,0.2115,A
8,867.29,779.74,61.24,1247,50.6816,0.1747,A
7,850.89,689.77,63.85,1690,52.8994,0.1728,A
8,728.97,609.8,65.24,874,31.4645,0.1444,A
8,781.13,609.8,57.71,1864,48.8197,0.1778,A
7,963.68,809.73,57.71,1177,59.5582,0.2075,A
7,858.8,699.77,60.02,2498,20.8167,0.247,A
6,863.46,699.77,57.16,2759,18.6299,0.1448,A
7,978.64,879.71,56.62,334,64.9701,0.2114,A
8,877.52,729.76,56.62,1307,31.293000000000003,0.1781,A
6,850.63,729.76,65.24,965,37.3057,0.1781,A
7,881.27,789.74,60.02,828,33.8164,0.1773,A
7,903.45,789.74,60.02,1047,37.5358,0.2075,A
8,891.89,779.74,62.52,1108,26.8953,0.2102,A
8,879.71,779.74,62.52,637,41.9152,0.2131,A
7,854.87,769.74,64.54,500,52.4,0.2127,A
8,870.33,769.74,62.52,349,43.2665,0.1436,A
8,906.47,829.72,62.52,115,52.1739,0.1423,A
8,808.3,679.77,63.85,1288,42.8571,0.1767,A
8,660.71,549.82,71.45,1276,25.9404,0.17600000000000002,A
8,731.55,549.82,61.24,1431,40.3215,0.1753,A
8,890.64,759.75,61.24,1507,34.1739,0.2456,A
7,876.9,759.75,62.52,1103,25.0227,0.1782,A
8,824.43,609.8,62.52,2239,50.3796,0.1427,A
8,865.02,599.8,45.47,4716,26.0178,0.2168,A
8,1113.23,639.79,45.47,4720,51.1441,0.1437,A
8,1088.87,949.68,48.4,1904,45.063,0.2473,A
7,954.68,789.74,53.12,1050,26.2857,0.2444,A
7,946.93,789.74,55.06,803,42.7148,0.1821,A
9,983.6,889.7,55.06,507,71.7949,0.2542,A
7,919.37,859.71,60.02,529,58.7902,0.2456,A
7,887.52,829.72,63.85,279,55.913999999999994,0.2113,A
8,888.14,819.73,60.02,1124,30.2491,0.2111,A
7,954.51,819.73,55.06,1101,44.8683,0.1806,A
7,1022.62,949.68,55.06,730,50.137,0.1811,A
7,1011.09,959.68,56.09,310,74.1935,0.2119,A
6,945.35,789.74,58.27,983,45.473,0.2116,A
6,852.14,729.76,61.88,472,36.6525,0.1422,A
7,874.71,729.76,62.52,1380,45.942,0.1786,A
8,893.45,829.72,62.52,238,92.8571,0.2448,A
7,881.27,829.72,61.88,587,48.3816,0.2128,A
8,885.95,759.75,61.88,414,46.8599,0.2116,A
9,791.68,639.79,62.52,2428,9.8023,0.1404,A
8,847.6,639.79,56.09,1747,29.7653,0.2145,A
7,995.03,919.69,56.09,552,67.7536,0.2154,B
8,959.68,889.7,58.27,822,69.2214,0.2156,B
8,924.53,769.74,60.02,1167,59.0403,0.2094,B
8,889.39,749.75,57.16,1143,20.385,0.2108,B
6,968.99,749.75,54.56,2275,47.6484,0.2491,B
6,1012.26,929.69,54.56,743,71.3324,0.1829,B
6,958.65,859.71,58.84,1083,72.6685,0.2158,B
8,931.69,809.73,56.09,1457,38.5038,0.2504,B
6,976.92,809.73,56.09,1514,36.79,0.1765,B
7,975.88,869.71,56.09,1000,15.8,0.212,B
7,936.69,859.71,59.43,965,30.4663,0.2135,B
7,935.02,859.71,60.63,851,61.9271,0.2139,B
6,920.66,809.73,60.63,752,44.9468,0.2102,B
7,919.05,809.73,61.24,802,52.9925,0.2106,B
8,934.36,869.71,61.24,611,77.7414,0.2141,B
7,931.69,819.73,58.84,848,43.3962,0.2504,B
9,940.72,819.73,58.27,1590,27.1698,0.2566,B
6,976.46,869.71,57.16,515,74.9515,0.2195,B
7,992.17,899.7,56.62,696,75.5747,0.21600000000000003,B
8,937.69,859.71,59.43,654,46.9419,0.2133,B
7,899.38,829.72,63.18,591,61.5905,0.1793,B
5,918.4,819.73,57.16,1586,34.3001,0.2107,B
7,987.17,819.73,55.06,1028,32.4903,0.2171,B
6,1028.55,969.68,55.06,517,86.2669,0.1801,B
8,1033.73,979.67,55.06,485,86.8041,0.215,B
8,998.95,849.72,55.06,1273,25.215999999999998,0.1788,B
8,961.06,849.72,55.57,1844,29.9892,0.2153,B
7,959.68,899.7,59.43,500,89.2,0.2156,B
7,951.41,899.7,59.43,535,80.1869,0.2175,B
7,945.68,899.7,60.02,620,88.0645,0.2115,B
7,929.36,859.71,60.02,674,69.1395,0.2152,B
6,889.39,839.72,62.52,479,57.4113,0.24600000000000002,A
7,831.49,729.76,65.96,616,31.9805,0.2476,A
5,875.51,729.76,56.09,1166,40.9949,0.1842,A
5,1015.73,849.72,54.07,1206,51.6584,0.1758,A
7,1022.87,969.68,54.07,816,63.3578,0.2095,A
8,1001.45,919.69,56.62,549,72.4954,0.214,A
8,968.99,879.71,58.27,719,73.0181,0.2491,A
8,935.69,829.72,59.43,1241,53.1829,0.2494,A
7,878.14,769.74,59.43,568,53.8732,0.2135,A
6,891.27,769.74,61.24,809,52.1632,0.2104,A
7,956.58,899.7,58.84,465,86.0215,0.2163,A
6,955.54,899.7,58.84,565,70.7965,0.2165,A
6,926.36,849.72,60.63,615,50.5691,0.2159,A
7,913.89,849.72,61.24,558,61.828,0.2118,A
7,931.62,879.71,61.24,403,79.4045,0.2078,A
7,900.67,789.74,61.24,575,36.3478,0.2149,A
6,866.27,769.74,59.43,1024,35.6445,0.2525,B
4,939.35,769.74,56.09,1047,32.3782,0.1774,B
7,964.51,829.72,56.09,1560,35.7051,0.1788,B
7,955.89,819.73,55.57,1039,42.6372,0.1443,B
7,1016.09,829.72,55.57,1325,44.6792,0.2109,B
9,970.71,879.71,56.62,452,19.2478,0.1421,B
8,942.02,879.71,59.43,235,60.8511,0.2477,B
7,927.69,809.73,59.43,928,27.694000000000003,0.2156,B
8,959.34,809.73,57.16,930,36.2366,0.1797,B
8,922.92,729.76,57.71,1766,24.4054,0.1398,B
5,949.68,729.76,53.59,2921,6.8812,0.2106,B
6,1046.96,939.69,53.59,397,62.9723,0.2204,B
6,977.17,889.7,56.09,979,62.8192,0.2193,B
8,930.69,859.71,60.02,803,70.9838,0.2149,B
7,930.02,849.72,58.84,572,79.3706,0.1792,B
6,977.95,849.72,56.62,899,79.9778,0.2116,B
7,971.74,899.7,56.62,1115,44.9327,0.2129,B
8,953.82,899.7,60.02,551,96.0073,0.2169,B
8,920.66,789.74,60.02,1144,38.1993,0.2453,B
6,918.73,789.74,59.43,1563,30.8381,0.2458,B
6,941.69,869.71,59.43,768,75.5208,0.2124,B
8,918.69,849.72,59.43,765,56.3399,0.254,B
6,883.77,749.75,58.27,1669,28.9395,0.2475,B
5,949.34,749.75,54.07,3634,34.1497,0.2179,B
8,1015.96,949.68,54.07,1057,70.2933,0.2187,A
9,989.33,899.7,55.57,884,77.1493,0.244,A
8,951.02,879.71,58.27,876,64.4977,0.2103,A
6,970.71,879.71,57.16,1109,72.3174,0.1776,A
8,991.1,919.69,57.16,569,81.8981,0.1802,A
8,967.53,899.7,57.16,645,93.4884,0.2215,A
8,986.1,919.69,57.16,871,74.5121,0.2173,A
7,992.17,919.69,56.09,945,86.3492,0.252,A
7,968.61,889.7,56.09,1053,57.265,0.2212,C
8,951.06,889.7,60.63,510,88.8235,0.2175,C
7,913.24,769.74,60.02,1087,40.2944,0.2119,C
6,922.27,769.74,58.27,719,39.2211,0.2099,C
7,1002.17,909.7,54.56,1112,74.9101,0.2138,C
7,1011.51,949.68,54.56,885,89.8305,0.2197,C
6,991.81,929.69,57.16,904,86.7257,0.2161,C
5,993.6,929.69,56.62,915,69.1803,0.2157,C
5,990.01,889.7,56.62,772,78.6269,0.2438,C
7,986.57,889.7,57.16,605,83.6364,0.2097,C
7,1004.67,929.69,56.62,500,89.6,0.2133,C
6,988.6,899.7,56.62,702,83.1909,0.2168,C
6,970.75,899.7,56.09,1072,57.0896,0.2208,C
6,1003.95,919.69,56.09,660,53.0303,0.249,C
8,1028.92,969.68,54.07,869,55.4661,0.252,C
6,1032.99,969.68,54.07,1138,55.9754,0.2151,C
6,1014.3,929.69,54.07,929,80.5167,0.2113,C
5,963.47,789.74,56.09,1733,56.607,0.2147,C
4,981.46,789.74,52.65,2366,47.295,0.2183,C
7,1046.32,929.69,52.65,1144,75.6119,0.2124,C
8,1023.94,929.69,52.65,1746,56.5865,0.2442,C
6,1008.24,929.69,53.59,1479,65.8553,0.2125,C
7,995.03,929.69,53.59,946,82.98100000000001,0.2154,C
5,987.53,929.69,56.62,733,91.1323,0.217,C
5,977.53,909.7,56.62,706,85.1275,0.2192,C
6,951.35,879.71,58.84,923,88.0823,0.2102,C
7,889.06,799.73,59.43,1004,54.6813,0.1814,C
6,929.02,799.73,55.57,1505,81.0631,0.2153,C
7,1019.3,939.69,55.57,961,88.3455,0.2102,C
7,1013.0,939.69,55.57,676,85.0592,0.2194,C
8,996.81,919.69,57.16,873,91.63799999999999,0.215,C
8,971.06,919.69,58.27,539,92.7644,0.2131,C
7,948.99,819.73,60.02,1136,60.2113,0.218,C
6,939.69,819.73,60.02,1215,72.5926,0.2128,C
6,958.68,889.7,58.27,736,77.4457,0.2434,C
7,958.99,889.7,58.27,814,76.5356,0.2517,C
9,952.44,889.7,60.02,559,86.0465,0.2172,C
8,967.61,909.7,58.84,536,73.1343,0.2138,C
7,893.76,719.76,58.84,2212,47.1067,0.2448,C
6,901.96,719.76,55.57,1159,35.5479,0.1431,C
6,1037.8,899.7,53.59,614,71.4984,0.2141,C
7,1038.12,939.69,53.59,681,45.815,0.2223,C
8,1021.14,939.69,56.62,475,74.5263,0.2176,C
8,999.67,799.73,56.62,1877,25.625999999999998,0.1429,C
7,900.02,749.75,56.62,3297,12.4962,0.1792,C
6,897.37,749.75,56.09,263,90.1141,0.1486,C
7,1023.36,879.71,54.56,1222,26.3502,0.2172,C
7,1046.57,989.67,55.06,527,80.0759,0.2205,C
8,1035.95,949.68,55.06,933,71.1683,0.2145,C
8,1021.45,949.68,55.57,1148,79.6167,0.2098,C
7,1013.74,929.69,55.57,1105,83.5294,0.2192,C
6,1010.03,929.69,55.57,948,83.8608,0.22,C
8,1007.81,929.69,56.09,929,79.1173,0.2205,C
8,992.88,929.69,57.16,964,86.72200000000001,0.2158,C
8,994.31,929.69,57.71,970,92.9897,0.2155,C
7,984.15,929.69,57.71,849,96.4664,0.2102,C
7,964.35,899.7,58.84,791,83.818,0.242,C
8,951.41,899.7,60.02,872,83.3716,0.2537,C
9,941.75,879.71,60.02,690,91.7391,0.2563,C
7,951.35,879.71,59.43,524,83.5878,0.2453,C
6,972.09,899.7,57.71,757,78.8639,0.2483,C
6,971.4,919.69,58.84,647,89.9536,0.2485,C
7,991.46,929.69,55.57,518,52.3166,0.2161,C
8,1004.11,849.72,55.06,2165,17.2748,0.1844,C
6,1026.32,849.72,55.06,1478,40.5954,0.2165,C
7,1018.95,919.69,55.06,921,79.1531,0.2103,C
6,984.84,809.73,55.06,2047,47.8749,0.1401,C
5,865.96,749.75,56.09,1667,38.8722,0.1444,C
7,839.72,749.75,63.85,1576,11.9924,0.1444,C
7,814.87,699.77,63.85,854,25.9953,0.2104,C
6,851.59,699.77,54.56,3460,30.1445,0.2202,C
7,1027.06,829.72,54.07,2109,62.4467,0.2164,C
8,1058.91,1019.66,53.59,603,70.6468,0.2099,C
8,1040.42,889.7,53.59,1309,35.5233,0.2588,C
6,1022.62,889.7,54.56,1567,41.3529,0.2173,C
8,1048.17,979.67,54.07,757,82.8269,0.212,C
8,1006.45,909.7,54.07,982,57.4338,0.2129,C
8,970.02,909.7,58.27,909,82.6183,0.2133,C
8,973.96,909.7,57.16,962,83.5759,0.22,C
6,960.37,839.72,55.57,1356,38.2743,0.2513,C
6,908.41,749.75,55.57,4155,28.4236,0.1776,C
6,918.73,749.75,57.16,3127,14.2309,0.1404,C
5,971.4,869.71,56.62,2180,22.7982,0.142,C
7,999.31,859.71,53.59,2920,19.9315,0.1787,C
6,1050.76,899.7,53.59,1084,55.3506,0.141,C
7,1020.03,939.69,55.06,440,41.8182,0.1816,C
9,1005.74,939.69,56.09,619,67.0436,0.1776,C
8,976.23,899.7,56.09,676,77.9586,0.2119,C
8,946.93,889.7,59.43,699,90.1288,0.2185,C
8,843.66,689.77,59.43,1381,54.3809,0.2155,C
4,831.84,689.77,57.71,985,24.7716,0.1457,C
6,921.95,829.72,57.71,542,50.5535,0.2099,C
8,913.89,829.72,59.43,575,87.6522,0.2118,C
8,933.69,859.71,59.43,805,65.4658,0.2142,C
7,864.86,589.8,60.63,6342,39.9558,0.2102,C
9,706.11,579.81,61.24,5145,20.8941,0.2763,C
10,636.23,579.81,77.95,1436,68.2451,0.2445,C
10,625.01,579.81,77.95,950,81.6842,0.2435,C
10,607.09,579.81,90.94,273,84.9817,0.2402,C
9,596.68,559.81,83.36,662,56.3444,0.2444,C
10,620.88,559.81,83.36,1341,50.7084,0.2451,C
10,625.23,579.81,83.36,741,74.8988,0.2434,C
9,605.84,559.81,90.94,318,92.4528,0.2751,C
8,604.69,559.81,90.94,418,67.4641,0.2463,C
10,613.2,559.81,88.26,537,64.2458,0.2429,C
8,610.65,569.81,88.26,313,89.4569,0.2439,C
9,618.27,569.81,76.95,613,69.9837,0.2813,C
9,615.88,569.81,76.95,678,78.4661,0.2471,C
10,604.8,569.81,92.34,260,94.2308,0.2756,C
10,607.46,569.81,92.34,293,93.1741,0.2452,C
8,612.77,569.81,88.26,468,95.9402,0.2431,C
10,609.58,569.81,88.26,488,79.7131,0.2496,C
9,610.22,549.82,89.58,496,79.0323,0.2441,C
9,636.23,549.82,82.22,774,46.3824,0.2096,C
9,631.75,569.81,82.22,466,58.1545,0.2409,C
9,598.76,569.81,95.27,191,97.9058,0.2784,C
9,604.27,559.81,90.94,308,77.9221,0.2465,C
9,611.5,559.81,84.54,637,61.6954,0.2784,C
9,614.9,579.81,84.54,527,83.4915,0.2768,C
9,604.48,559.81,88.26,300,79.6667,0.2816,C
9,603.55,559.81,92.34,427,76.5808,0.2761,C
8,614.26,569.81,90.94,401,97.5062,0.2771,C
9,615.54,579.81,90.94,354,77.1186,0.242,C
9,602.72,569.81,90.94,269,90.7063,0.242,C
8,613.27,569.81,81.11,504,61.9048,0.2836,C
8,626.53,569.81,81.11,677,55.9823,0.2776,C
10,607.24,559.81,90.94,305,95.08200000000001,0.2803,C
9,607.46,559.81,85.74,472,91.1017,0.2802,C
11,616.53,569.81,85.74,462,78.5714,0.2821,C
10,608.95,569.81,85.74,395,75.6962,0.2795,C
8,602.72,569.81,90.94,307,89.2508,0.2765,C
10,608.55,569.81,90.94,367,94.0054,0.2739,C
8,615.75,579.81,90.94,359,94.429,0.2764,C
8,607.88,569.81,92.34,323,82.9721,0.245,C
8,591.03,549.82,95.27,208,91.8269,0.2762,C
9,593.55,549.82,92.34,326,77.9141,0.2808,C
8,610.01,569.81,83.36,563,67.4956,0.2442,C
10,628.05,569.81,77.95,813,64.2066,0.2423,C
8,625.44,559.81,77.95,803,52.4284,0.2433,C
9,610.65,559.81,80.03,857,74.7958,0.2439,C
10,611.5,559.81,80.03,764,76.8325,0.2436,C
8,607.92,569.81,90.94,288,85.7639,0.2399,C
9,608.73,569.81,90.94,375,84.0,0.2796,C
8,607.03,569.81,90.94,295,84.0678,0.2454,C
9,610.43,569.81,89.58,324,89.8148,0.2788,C
8,603.97,569.81,89.58,326,97.8528,0.276,C
9,595.72,559.81,89.58,396,78.0303,0.2741,C
9,597.46,559.81,89.58,327,85.9327,0.2849,C
9,598.97,559.81,89.58,308,87.3377,0.2435,C
10,606.82,559.81,90.94,356,97.7528,0.2454,C
8,614.69,539.82,89.58,502,82.0717,0.2769,C
10,605.76,539.82,89.58,405,83.9506,0.2459,C
10,599.18,559.81,92.34,335,84.4776,0.2434,C
10,589.6,559.81,93.78,227,89.8678,0.2827,C
10,595.01,559.81,92.34,374,82.6203,0.2801,C
10,603.34,559.81,92.34,349,84.2407,0.2762,C
8,597.51,559.81,93.78,302,78.1457,0.2789,C
9,572.81,489.84,90.94,729,34.5679,0.2793,C
10,547.48,439.85,65.96,3139,81.5865,0.1555,C
15,540.28,319.89,60.02,10869,91.2043,0.1291,C
20,510.37,309.9,60.02,13272,76.3939,0.1749,C
17,532.57,309.9,60.02,17870,73.2065,0.2577,C
19,572.64,309.9,60.02,26915,94.9285,0.1519,C
18,553.34,309.9,48.4,52779,71.4167,0.2835,C
17,570.61,309.9,48.4,44497,71.1958,0.2804,C
21,489.84,309.9,67.44,5972,72.1701,0.3281,C
21,501.62,309.9,47.26,17372,78.2927,0.2492,C
19,550.59,309.9,47.26,42265,70.1242,0.1397,C
21,587.15,309.9,49.2,25517,61.0534,0.139,C
20,570.01,309.9,60.02,12766,64.3898,0.3158,C
17,551.55,319.89,63.18,12154,80.1876,0.1395,C
18,512.69,309.9,63.18,10692,69.7905,0.1393,C
18,493.39,309.9,61.88,8503,59.1438,0.1718,C
19,508.78,309.9,45.47,27795,68.0734,0.2759,C
15,545.25,329.89,45.47,35918,90.0301,0.1595,C
13,507.56,339.89,64.54,11001,14.5623,0.1343,C
12,480.84,439.85,117.69,27,25.9259,0.1386,C
12,486.34,459.85,117.69,56,25.0,0.1714,C
13,505.45,459.85,40.01,26763,66.932,0.1388,C
12,509.83,459.85,40.01,26309,67.2051,0.1376,C
13,494.24,469.84,117.69,20,35.0,0.1372,C
12,486.28,469.84,117.69,18,22.2222,0.1394,C
10,484.01,459.85,62.52,2793,74.0781,0.1722,C
12,487.67,459.85,62.52,2869,69.7107,0.1367,B
10,487.67,469.84,115.42,60,15.0,0.1367,B
10,482.84,459.85,120.04,39,20.5128,0.3107,B
11,473.61,429.86,65.24,2517,77.9897,0.2077,B
13,474.76,429.86,44.46,20993,69.0754,0.1381,B
13,477.71,439.85,44.46,19991,70.1216,0.1373,B
11,462.7,439.85,65.96,2231,76.6024,0.2058,B
11,456.25,439.85,125.04,25,32.0,0.27399999999999997,B
12,462.07,439.85,125.04,17,47.0588,0.1374,B
10,464.52,449.85,125.04,20,25.0,0.3472,B
10,459.05,429.86,117.69,69,20.2899,0.3458,B
10,452.19,429.86,117.69,40,35.0,0.311,B
11,453.08,439.85,127.7,7,42.8571,0.1358,B
11,453.13,439.85,127.7,16,56.25,0.1379,B
11,448.76,429.86,127.7,27,37.037,0.1393,B
12,448.29,429.86,125.04,24,20.8333,0.244,B
11,447.35,429.86,125.04,19,15.7895,0.1746,B
13,434.18,419.86,130.48,31,16.129,0.1375,B
13,435.61,419.86,127.7,27,11.1111,0.1391,B
12,445.39,429.86,127.7,33,21.2121,0.1727,B
12,442.58,419.86,125.04,36,25.0,0.2054,B
12,442.88,419.86,122.49,87,16.092,0.1711,B
12,459.5,409.86,65.24,5062,98.7554,0.1527,B
11,428.71,359.88,65.24,7083,95.228,0.1912,B
12,372.08,339.89,142.9,22,45.4545,0.2792,B
12,375.72,339.89,75.97,1358,66.3476,0.2765,B
13,405.0,339.89,49.2,14424,74.3206,0.2743,B
13,405.84,339.89,49.2,13313,74.6488,0.308,B
12,414.15,369.88,71.45,1661,32.0891,0.138,B
15,446.47,359.88,48.8,16707,75.4354,0.1378,B
15,463.88,359.88,47.63,15113,66.2145,0.2086,B
13,449.85,359.88,47.63,14596,67.0595,0.2394,B
13,440.16,419.86,127.7,14,28.5714,0.1748,B
12,446.93,419.86,127.7,51,15.6863,0.2065,B
12,449.07,419.86,127.7,87,11.4943,0.174,B
12,453.29,419.86,127.7,78,14.1026,0.1379,B
11,450.0,429.86,127.7,39,17.9487,0.1368,B
11,453.66,399.87,65.96,2149,77.6175,0.1749,B
12,459.53,399.87,65.96,2100,76.0952,0.2073,B
11,452.35,429.86,125.04,35,25.7143,0.1382,B
11,443.34,429.86,130.48,26,7.6923,0.3418,B
11,441.67,429.86,130.48,11,18.1818,0.1372,B
11,452.19,399.87,69.79,3699,67.3155,0.311,B
14,444.93,399.87,69.79,1740,70.1149,0.1729,B
13,458.91,419.86,64.54,3196,30.6633,0.1362,B
12,455.79,419.86,64.54,8094,65.11,0.1371,B
12,453.13,419.86,122.49,96,8.3333,0.3103,B
11,451.39,419.86,122.49,105,15.2381,0.2045,B
12,451.57,429.86,67.44,1992,67.1687,0.17300000000000001,B
13,446.68,399.87,67.44,4046,88.1611,0.2239,B
14,429.37,389.87,71.45,1678,86.1144,0.1127,B
12,444.31,389.87,71.45,1622,77.312,0.2078,B
12,459.05,439.85,122.49,62,6.4516,0.1729,B
10,463.65,439.85,122.49,62,9.6774,0.1369,B
11,461.91,439.85,125.04,30,16.6667,0.1718,B
12,463.81,439.85,125.04,18,22.2222,0.1711,B
11,464.52,449.85,125.04,26,23.0769,0.1736,B
12,462.86,449.85,125.04,18,66.6667,0.1372,B
13,466.04,449.85,125.04,13,23.0769,0.3065,B
11,465.33,449.85,125.04,5,60.0,0.3466,B
9,461.91,449.85,125.04,25,16.0,0.3093,B
8,461.59,449.85,125.04,44,9.0909,0.1376,B
9,460.32,439.85,125.04,27,18.5185,0.1379,B
11,460.01,439.85,125.04,11,36.3636,0.138,B
11,466.3,439.85,122.49,23,21.7391,0.1384,B
11,473.94,459.85,122.49,15,26.6667,0.2767,B
10,471.13,449.85,122.49,21,23.8095,0.1369,B
10,467.1,449.85,122.49,55,9.0909,0.1381,B
9,469.35,449.85,122.49,51,9.8039,0.1746,B
10,467.42,449.85,125.04,18,44.4444,0.138,B
10,464.85,449.85,122.49,26,15.3846,0.1735,B
10,463.72,449.85,122.49,50,8.0,0.1739,B
11,460.96,449.85,125.04,29,13.7931,0.2755,B
9,464.04,449.85,122.49,31,16.129,0.1738,B
9,463.34,449.85,122.49,28,32.1429,0.13699999999999998,B
11,455.94,439.85,127.7,25,24.0,0.1714,B
9,454.85,439.85,127.7,19,52.6316,0.1718,B
10,456.1,439.85,127.7,20,25.0,0.13699999999999998,B
9,459.69,439.85,125.04,23,13.0435,0.1727,B
7,465.33,449.85,125.04,27,11.1111,0.3466,B
9,464.52,449.85,125.04,30,6.6667,0.1389,B
12,464.13,449.85,125.04,28,10.7143,0.171,B
11,460.01,449.85,125.04,31,22.5806,0.3106,B
9,455.32,449.85,127.7,16,37.5,0.1716,B
11,457.94,439.85,125.04,25,12.0,0.1386,B
10,463.39,439.85,125.04,34,5.8824,0.2436,B
9,457.04,439.85,125.04,11,45.4545,0.2393,B
9,470.99,439.85,95.27,207,37.1981,0.2088,A
10,490.68,459.85,95.27,166,55.4217,0.1382,A
11,490.18,469.84,117.69,48,4.1667,0.1383,A
10,490.85,479.84,117.69,47,12.765999999999998,0.3108,A
11,489.33,479.84,117.69,26,19.2308,0.3464,A
12,483.84,459.85,120.04,14,57.1429,0.2067,A
11,490.35,459.85,109.13,318,21.3836,0.1406,A
10,506.85,469.84,109.13,353,13.0312,0.1385,A
10,506.32,479.84,111.15,205,5.8537,0.2079,B
11,508.6,469.84,111.15,148,9.4595,0.138,B
11,500.01,469.84,111.15,113,21.2389,0.1379,B
9,496.44,469.84,115.42,59,11.8644,0.1366,B
10,508.43,439.85,55.06,4797,69.2725,0.1725,B
10,534.45,439.85,55.06,6716,64.3687,0.1386,B
11,558.85,439.85,92.34,1222,17.9214,0.1721,B
10,539.44,489.84,101.73,230,46.5217,0.1399,B
10,533.71,489.84,95.27,328,24.0854,0.3123,B
8,555.31,489.84,83.36,1349,44.848,0.1412,B
8,594.8,489.84,70.61,2775,32.6486,0.1751,B
10,564.13,489.84,70.61,2296,39.2857,0.139,B
10,551.16,489.84,58.27,3874,65.2814,0.2791,B
7,597.67,519.83,85.74,649,39.2912,0.1424,B
8,607.03,529.82,85.74,764,25.6545,0.1402,B
10,595.01,539.82,90.94,412,33.4951,0.1751,B
8,588.17,549.82,93.78,293,43.68600000000001,0.1388,B
8,565.11,519.83,95.27,505,20.9901,0.1735,B
9,547.7,469.84,85.74,1486,11.642000000000001,0.1756,B
9,581.03,469.84,85.74,1033,30.3001,0.1405,B
8,604.17,529.82,90.94,367,57.4932,0.3103,B
8,582.61,509.83,93.78,530,43.3962,0.2403,B
